gmi_name;pow_name;pow_teryt
Komorniki;Powiat poznanski;3021
Gmina Steszew;Powiat poznanski;3021
Gmina Tarnowo Podgorne;Powiat poznanski;3021
Rokietnica;Powiat poznanski;3021
Gmina Murowana Goslina;Powiat poznanski;3021
Kleszczewo;Powiat poznanski;3021
Gmina Buk;Powiat poznanski;3021
Pakoslaw;Powiat rawicki;3022
Rawicz;Powiat rawicki;3022
Gmina Miejska Gorka;Powiat rawicki;3022
Gmina Jutrosin;Powiat rawicki;3022
Gmina Bojanowo;Powiat rawicki;3022
Slupca;Powiat slupecki;3023
Ostrowite;Powiat slupecki;3023
Gmina Ladek;Powiat slupecki;3023
Gmina Zagorow;Powiat slupecki;3023
Strzalkowo;Powiat slupecki;3023
Powidz;Powiat slupecki;3023
Gmina Orchowo;Powiat slupecki;3023
Pniewy;Powiat szamotulski;3024
Gmina Szamotuly;Powiat szamotulski;3024
Gmina Wronki;Powiat szamotulski;3024
Obrzycko;Powiat szamotulski;3024
Gmina Kazmierz;Powiat szamotulski;3024
Duszniki;Powiat szamotulski;3024
Gmina Ostrorog;Powiat szamotulski;3024
Gmina Zaniemysl;Powiat sredzki;3025
Krzykosy;Powiat sredzki;3025
sroda Wielkopolska;Powiat sredzki;3025
Gmina Dominowo;Powiat sredzki;3025
Nowe Miasto nad Warta;Powiat sredzki;3025
srem;Powiat sremski;3026
Brodnica;Powiat sremski;3026
Ksiaz Wielkopolski;Powiat sremski;3026
Gmina Dolsk;Powiat sremski;3026
Turek;Powiat turecki;3027
Kaweczyn;Powiat turecki;3027
Malanow;Powiat turecki;3027
Wladyslawow;Powiat turecki;3027
Brudzew;Powiat turecki;3027
Dobra;Powiat turecki;3027
Gmina Przykona;Powiat turecki;3027
Tuliszkow;Powiat turecki;3027
Skoki;Powiat wagrowiecki;3028
Wagrowiec;Powiat wagrowiecki;3028
Gmina Damaslawek;Powiat wagrowiecki;3028
Wapno;Powiat wagrowiecki;3028
Gmina Golancz;Powiat wagrowiecki;3028
Miescisko;Powiat wagrowiecki;3028
Wolsztyn;Powiat wolsztynski;3029
Siedlec;Powiat wolsztynski;3029
Przemet;Powiat wolsztynski;3029
Gmina Wrzesnia;Powiat wrzesinski;3030
Kolaczkowo;Powiat wrzesinski;3030
Gmina Pyzdry;Powiat wrzesinski;3030
Gmina Miloslaw;Powiat wrzesinski;3030
Gmina Nekla;Powiat wrzesinski;3030
Gmina Jastrowie;Powiat zlotowski;3031
Gmina Krajenka;Powiat zlotowski;3031
Okonek;Powiat zlotowski;3031
Tarnowka;Powiat zlotowski;3031
Zlotow;Powiat zlotowski;3031
Zakrzewo;Powiat zlotowski;3031
Lipka;Powiat zlotowski;3031
Kalisz;Kalisz;3061
Konin;Konin;3062
Leszno;Leszno;3063
Poznan;Poznan;3064
Bialogard;Powiat bialogardzki;3201
Gmina Tychowo;Powiat bialogardzki;3201
Gmina Karlino;Powiat bialogardzki;3201
Gmina Choszczno;Powiat choszczenski;3202
Gmina Recz;Powiat choszczenski;3202
Gmina Drawno;Powiat choszczenski;3202
Krzecin;Powiat choszczenski;3202
Bierzwnik;Powiat choszczenski;3202
Gmina Pelczyce;Powiat choszczenski;3202
Gmina Czaplinek;Powiat drawski;3203
Gmina Drawsko Pomorskie;Powiat drawski;3203
Gmina Ostrowice;Powiat drawski;3203
Gmina Zlocieniec;Powiat drawski;3203
Wierzchowo;Powiat drawski;3203
Kalisz Pomorski;Powiat drawski;3203
Gmina Goleniow;Powiat goleniowski;3204
Gmina Przybiernow;Powiat goleniowski;3204
Gmina Stepnica;Powiat goleniowski;3204
Gmina Maszewo;Powiat goleniowski;3204
Gmina Nowogard;Powiat goleniowski;3204
Osina;Powiat goleniowski;3204
Trzebiatow;Powiat gryficki;3205
Gryfice;Powiat gryficki;3205
Gmina Ploty;Powiat gryficki;3205
Gmina Brojce;Powiat gryficki;3205
Karnice;Powiat gryficki;3205
Gmina Rewal;Powiat gryficki;3205
Gmina Gryfino;Powiat gryfinski;3206
Stare Czarnowo;Powiat gryfinski;3206
Banie;Powiat gryfinski;3206
Widuchowa;Powiat gryfinski;3206
Chojna;Powiat gryfinski;3206
Gmina Moryn;Powiat gryfinski;3206
Mieszkowice;Powiat gryfinski;3206
Gmina Trzcinsko-Zdroj;Powiat gryfinski;3206
Cedynia;Powiat gryfinski;3206
Kamien Pomorski;Powiat kamienski;3207
Dziwnow;Powiat kamienski;3207
swierzno;Powiat kamienski;3207
Gmina Golczewo;Powiat kamienski;3207
Gmina Miedzyzdroje;Powiat kamienski;3207
Gmina Wolin;Powiat kamienski;3207
Gmina Dygowo;Powiat kolobrzeski;3208
Kolobrzeg;Powiat kolobrzeski;3208
Gmina Ustronie Morskie;Powiat kolobrzeski;3208
Gmina Goscino;Powiat kolobrzeski;3208
Gmina Siemysl;Powiat kolobrzeski;3208
Gmina Ryman;Powiat kolobrzeski;3208
Gmina Sianow;Powiat koszalinski;3209
Gmina Manowo;Powiat koszalinski;3209
Mielno;Powiat koszalinski;3209
Gmina Polanow;Powiat koszalinski;3209
Gmina Bobolice;Powiat koszalinski;3209
swieszyno;Powiat koszalinski;3209
Gmina Bedzino;Powiat koszalinski;3209
Biesiekierz;Powiat koszalinski;3209
Mysliborz;Powiat mysliborski;3210
Gmina Nowogrodek Pomorski;Powiat mysliborski;3210
Gmina Barlinek;Powiat mysliborski;3210
Gmina Debno;Powiat mysliborski;3210
Boleszkowice;Powiat mysliborski;3210
Gmina Kolbaskowo;Powiat policki;3211
Dobra (Szczecinska);Powiat policki;3211
Police;Powiat policki;3211
Gmina Nowe Warpno;Powiat policki;3211
Gmina Przelewice;Powiat pyrzycki;3212
Kozielice;Powiat pyrzycki;3212
Gmina Pyrzyce;Powiat pyrzycki;3212
Warnice;Powiat pyrzycki;3212
Bielice;Powiat pyrzycki;3212
Gmina Lipiany;Powiat pyrzycki;3212
Slawno;Powiat slawienski;3213
Gmina Postomino;Powiat slawienski;3213
Malechowo;Powiat slawienski;3213
Darlowo;Powiat slawienski;3213
Stargard;Powiat stargardzki;3214
Gmina Kobylanka;Powiat stargardzki;3214
Gmina Stara Dabrowa;Powiat stargardzki;3214
Gmina Dolice;Powiat stargardzki;3214
Gmina Chociwel;Powiat stargardzki;3214
Marianowo;Powiat stargardzki;3214
Gmina Dobrzany;Powiat stargardzki;3214
Gmina Insko;Powiat stargardzki;3214
Gmina Suchan;Powiat stargardzki;3214
Szczecinek;Powiat szczecinecki;3215
Gmina Bialy Bor;Powiat szczecinecki;3215
Gmina Borne Sulinowo;Powiat szczecinecki;3215
Grzmiaca;Powiat szczecinecki;3215
Gmina Barwice;Powiat szczecinecki;3215
swidwin;Powiat swidwinski;3216
Gmina Slawoborze;Powiat swidwinski;3216
Gmina Brzezno;Powiat swidwinski;3216
Gmina Polczyn-Zdroj;Powiat swidwinski;3216
Gmina Rabino;Powiat swidwinski;3216
Walcz;Powiat walecki;3217
Czlopa;Powiat walecki;3217
Gmina Tuczno;Powiat walecki;3217
Gmina Miroslawiec;Powiat walecki;3217
Gmina Dobra;Powiat lobeski;3218
Radowo Male;Powiat lobeski;3218
Gmina Resko;Powiat lobeski;3218
lobez;Powiat lobeski;3218
Gmina Wegorzyno;Powiat lobeski;3218
Koszalin;Koszalin;3261
Szczecin;Szczecin;3262
swinoujscie;swinoujscie;3263
