player,link
Kardyś Krystian,https://fantasy.ekstraklasa.org/player/2006
Karlström Jesper,https://fantasy.ekstraklasa.org/player/1576
Kasolik Konrad,https://fantasy.ekstraklasa.org/player/2138
Katránis Aléxandros,https://fantasy.ekstraklasa.org/player/1811
Kempski Mateusz,https://fantasy.ekstraklasa.org/player/2056
Kerk Sebastian,https://fantasy.ekstraklasa.org/player/2281
Kidrič Rok,https://fantasy.ekstraklasa.org/player/2167
Kiełb Jakub,https://fantasy.ekstraklasa.org/player/1453
Kirejczyk Gabriel,https://fantasy.ekstraklasa.org/player/1767
Kirkeskov Mikkel,https://fantasy.ekstraklasa.org/player/847
Kittel Sonny,https://fantasy.ekstraklasa.org/player/2253
Kizyma Mateusz,https://fantasy.ekstraklasa.org/player/1602
Klebaniuk Bartosz,https://fantasy.ekstraklasa.org/player/1722
Klimek Antoni,https://fantasy.ekstraklasa.org/player/2197
Klisiewicz Lucjan,https://fantasy.ekstraklasa.org/player/2168
Knap Karol,https://fantasy.ekstraklasa.org/player/1698
Kobylak Gabriel,https://fantasy.ekstraklasa.org/player/1925
Kocaba Filip,https://fantasy.ekstraklasa.org/player/2058
Kochalski Mateusz,https://fantasy.ekstraklasa.org/player/1384
Koczerhin Władysław,https://fantasy.ekstraklasa.org/player/1900
Koj Michał,https://fantasy.ekstraklasa.org/player/285
Kolan Jakub,https://fantasy.ekstraklasa.org/player/2059
Kolanko Krzysztof,https://fantasy.ekstraklasa.org/player/2028
Kolasa Józef,https://fantasy.ekstraklasa.org/player/2057
Kolec Bartłomiej,https://fantasy.ekstraklasa.org/player/2274
Komar Kewin,https://fantasy.ekstraklasa.org/player/2155
Konczkowski Martin,https://fantasy.ekstraklasa.org/player/286
Konik Patryk,https://fantasy.ekstraklasa.org/player/1580
Konstantyn Jakub,https://fantasy.ekstraklasa.org/player/2112
Kopacz Bartosz,https://fantasy.ekstraklasa.org/player/640
Kopczyński Michał,https://fantasy.ekstraklasa.org/player/210
Koprowski Oskar,https://fantasy.ekstraklasa.org/player/2171
